,track_id,race_date,race_number,program_number,trakus_index,latitude,longitude,distance_id,course_type,track_condition,run_up_distance,race_type,purse,post_time,weight_carried,jockey,odds,position_at_finish,horse_pk,win,rid,horse_id,horse_name,timestamp,run_id,distance_km,speed_kmh,pctComplete,Stage
3569405,BEL,2019-10-26,5,5,75,40.7160964217541,-73.7200484846726,800,T,GD ,144,STK,100000.0,259,118,Irad Ortiz Jr.,3500,8,BEL_2019-10-26_5_5,0,BEL_2019-10-26_5,2087,Digital Footprint,2019-10-26 14:59:18.750,BEL_2019-10-26_5_2087,0.005025909916551887,72.37310279834718,0.2,1
3395125,BEL,2019-09-12,6,5,183,40.7167200674409,-73.7237701003235,850,I,FM ,63,CLM,70000.0,541,118,Manuel Franco,420,6,BEL_2019-09-12_6_5,0,BEL_2019-09-12_6,1859,Spinning Kitten,2019-09-12 17:41:45.750,BEL_2019-09-12_6_1859,0.004670355622929795,67.25312097018904,0.47,2
956400,BEL,2019-09-15,5,2,244,40.7151602965694,-73.7273742455663,800,T,FM ,108,CLM,44000.0,307,122,Kendrick Carmouche,1630,6,BEL_2019-09-15_5_2,0,BEL_2019-09-15_5,3156,Discreet Image,2019-09-15 15:08:01.000,BEL_2019-09-15_5_3156,0.004654534618203979,67.0252985021373,0.66,3
4463526,AQU,2019-12-08,5,4,301,40.6705704728458,-73.8323509585476,600,D,FT ,40,MSW,62000.0,149,119,Kendrick Carmouche,550,1,AQU_2019-12-08_5_4,1,AQU_2019-12-08_5,1595,Aubrey Tate,2019-12-08 13:50:15.250,AQU_2019-12-08_5_1595,0.0028584168228358744,41.161202248836595,0.96,4
1543962,AQU,2019-11-01,5,1,244,40.6754106106575,-73.8297159399941,800,D,GD ,54,AOC,70000.0,205,123,Kendrick Carmouche,305,4,AQU_2019-11-01_5_1,0,AQU_2019-11-01_5,1593,Makin' Out,2019-11-01 14:06:01.000,AQU_2019-11-01_5_1593,0.004511798121614714,64.96989295125188,0.64,3
4266491,AQU,2019-03-03,1,3,281,40.6711834878703,-73.8321356921417,600,D,FT ,48,MSW,68000.0,1250,112,Heman K. Harkie,3150,4,AQU_2019-03-03_1_3,0,AQU_2019-03-03_1,1104,G. T. Sonia,2019-03-03 12:51:10.250,AQU_2019-03-03_1_1104,0.0039028980408236367,56.20173178786037,0.98,4
4315139,BEL,2019-09-20,8,8,157,40.7152817181528,-73.7275279296698,600,T,FM ,126,MSW,62000.0,640,119,Dylan Davis,235,2,BEL_2019-09-20_8_8,0,BEL_2019-09-20_8,1645,Stanhope,2019-09-20 18:40:39.250,BEL_2019-09-20_8_1645,0.004970324544762732,71.57267344458334,0.53,3
5184651,BEL,2019-05-11,10,1,91,40.71334757757,-73.720635854001,1100,I,FM ,101,STK,700000.0,625,119,Michael Hussey,1210,4,BEL_2019-05-11_10_1,0,BEL_2019-05-11_10,3018,Hunting Horn (IRE),2019-05-11 18:25:22.750,BEL_2019-05-11_10_3018,0.00509835804764091,73.41635588602911,0.18,1
4650602,AQU,2019-12-29,2,6,134,40.6753164492356,-73.8277797088324,600,D,FT ,52,AOC,64000.0,1258,120,Junior Alvarado,440,2,AQU_2019-12-29_2_6,0,AQU_2019-12-29_2,1974,Violent Point,2019-12-29 12:58:33.500,AQU_2019-12-29_2_1974,0.004621107464737831,66.54394749222476,0.44,2
2775821,AQU,2019-01-01,3,7,57,40.6730343969461,-73.8274874299584,550,D,MY ,54,MCL,35000.0,121,120,Rajiv Maragh,2550,4,AQU_2019-01-01_3_7,0,AQU_2019-01-01_3,15,Caralicious,2019-01-01 13:21:14.250,AQU_2019-01-01_3_15,0.005306902426544952,76.41939494224731,0.2,1
4836182,SAR,2019-08-08,5,1,163,43.072635031095,-73.7643106471325,650,D,FT ,72,MSW,78000.0,319,119,Rajiv Maragh,3100,8,SAR_2019-08-08_5_1,0,SAR_2019-08-08_5,1756,Forever Wicked,2019-08-08 15:19:40.750,SAR_2019-08-08_5_1756,0.004911707426453917,70.72858694093641,0.49,2
1137835,BEL,2019-09-08,2,6,95,40.7169559060008,-73.7221613810566,800,D,FT ,78,CLM,28000.0,133,124,Eric Cancel,2370,3,BEL_2019-09-08_2_6,0,BEL_2019-09-08_2,998,First Dawn,2019-09-08 13:33:23.750,BEL_2019-09-08_2_998,0.0051946226032413695,74.80256548667572,0.24,1
1415622,BEL,2019-10-19,1,7,231,40.7169400959051,-73.7243437346369,900,I,FM ,236,ALW,66000.0,1220,122,Manuel Franco,5225,7,BEL_2019-10-19_1_7,0,BEL_2019-10-19_1,2192,Curlin's Legacy,2019-10-19 12:20:57.750,BEL_2019-10-19_1_2192,0.004766992691435398,68.64469475666974,0.53,3
927468,BEL,2019-06-26,2,2,20,40.7170227846762,-73.7224370628689,600,D,FT ,63,AOC,70000.0,205,121,Jose L. Ortiz,550,1,BEL_2019-06-26_2_2,1,BEL_2019-06-26_2,221,Sicilia Mike,2019-06-26 14:05:05.000,BEL_2019-06-26_2_221,0.00448807632098688,64.62829902221107,0.07,1
769038,AQU,2019-02-03,3,6,49,40.6719962948322,-73.828018848495,600,D,FT ,34,CLM,46000.0,150,121,Manuel Franco,80,2,AQU_2019-02-03_3_6,0,AQU_2019-02-03_3,818,Blue Belt,2019-02-03 13:50:12.250,AQU_2019-02-03_3_818,0.005371333236570736,77.34719860661859,0.17,1
5099336,SAR,2019-07-19,6,1,193,43.0709426463545,-73.7671125988544,850,T,FM ,130,STR,60000.0,404,125,Ricardo Santana Jr.,1220,9,SAR_2019-07-19_6_1,0,SAR_2019-07-19_6,4127,Tactical Pursuit (IRE),2019-07-19 16:04:48.250,SAR_2019-07-19_6_4127,0.0045998037936265165,66.23717462822184,0.47,2
4205945,BEL,2019-05-30,8,5,31,40.717262739278,-73.7233022788138,600,D,SY ,48,ALW,66000.0,640,120,Eric Cancel,500,1,BEL_2019-05-30_8_5,1,BEL_2019-05-30_8,427,Show Prince,2019-05-30 18:40:07.750,BEL_2019-05-30_8_427,0.005169408096250272,74.43947658600392,0.1,1
1051905,AQU,2019-04-05,2,1,66,40.6728620616046,-73.8276485953744,600,D,FT ,48,MSW,70000.0,201,125,Irad Ortiz Jr.,150,2,AQU_2019-04-05_2_1,0,AQU_2019-04-05_2,698,Gottahaveaholiday,2019-04-05 14:01:16.500,AQU_2019-04-05_2_698,0.005096218279252185,73.38554322123147,0.22,1
2559399,SAR,2019-07-28,3,1,158,43.0735292366403,-73.7669650297938,550,T,FM ,54,STR,60000.0,206,118,Dylan Davis,900,5,SAR_2019-07-28_3_1,0,SAR_2019-07-28_3,3198,Yes and Yes,2019-07-28 14:06:39.500,SAR_2019-07-28_3_3198,0.004981077437113203,71.72751509443012,0.62,3
4220200,BEL,2019-10-12,5,1A,268,40.7136591425203,-73.724131544151,700,D,FT ,54,CLM,55000.0,259,121,Eric Cancel,290,7,BEL_2019-10-12_5_1A,0,BEL_2019-10-12_5,2098,Booby Trap,2019-10-12 15:00:07.000,BEL_2019-10-12_5_2098,0.00455022425842496,65.52322932131942,0.82,4
2313989,BEL,2019-09-06,1,2,94,40.7168920289176,-73.7219846910343,800,D,SY ,72,ALW,66000.0,302,122,Jose Lezcano,215,1,BEL_2019-09-06_1_2,1,BEL_2019-09-06_1,184,I Love Jaxson,2019-09-06 15:02:23.500,BEL_2019-09-06_1_184,0.005082404299851937,73.1866219178679,0.23,1
227149,AQU,2019-01-10,1,1A,385,40.6712354518702,-73.8321153907243,800,D,FT ,54,STR,55000.0,1250,125,Jorge M. Perez,940,3,AQU_2019-01-10_1_1A,0,AQU_2019-01-10_1,229,Madame Barbarian,2019-01-10 12:51:36.250,AQU_2019-01-10_1_229,0.0037140774709874614,53.48271558221944,0.95,4
968370,BEL,2019-07-05,5,1,191,40.7140945948141,-73.7257479508035,600,D,FT ,54,STR,55000.0,340,123,Irad Ortiz Jr.,45,1,BEL_2019-07-05_5_1,1,BEL_2019-07-05_5,1105,Happy Farm,2019-07-05 15:40:47.750,BEL_2019-07-05_5_1105,0.004938728007882181,71.1176833135034,0.68,3
4137855,BEL,2019-05-05,9,1,93,40.7174490281927,-73.7268427006991,600,D,SY ,54,MSW,80000.0,552,118,Manuel Franco,1630,4,BEL_2019-05-05_9_1,0,BEL_2019-05-05_9,1741,Savvy Cairo,2019-05-05 17:52:23.250,BEL_2019-05-05_9_1741,0.004872645641904154,70.16609724341981,0.31,2
1249456,BEL,2019-06-22,8,4,185,40.7146223671416,-73.727170932084,650,D,FT ,56,ALW,66000.0,519,125,Junior Alvarado,1060,4,BEL_2019-06-22_8_4,0,BEL_2019-06-22_8,857,Light the Posse,2019-06-22 17:19:46.250,BEL_2019-06-22_8_857,0.004845914749939117,69.78117239912328,0.61,3
406041,AQU,2019-11-01,7,3,229,40.6755947472895,-73.8288543154077,800,D,FT ,54,ALW,75000.0,310,123,Joe Bravo,790,2,AQU_2019-11-01_7_3,0,AQU_2019-11-01_7,1602,Kodiak Katie,2019-11-01 15:10:57.250,AQU_2019-11-01_7_1602,0.00487111351600223,70.14403463043212,0.61,3
4294522,BEL,2019-10-06,9,5,218,40.7162109252888,-73.7279548930587,800,D,FT ,72,STK,400000.0,521,120,Manuel Franco,1570,4,BEL_2019-10-06_9_5,0,BEL_2019-10-06_9,3616,Ice Princess,2019-10-06 17:21:54.500,BEL_2019-10-06_9_3616,0.005194588693906818,74.80207719225818,0.58,3
1259633,AQU,2019-02-28,1,1,307,40.6713951809193,-73.8319897057088,650,D,FT ,36,MCL,30000.0,1250,123,Manuel Franco,500,4,AQU_2019-02-28_1_1,0,AQU_2019-02-28_1,853,Platinum Nugget,2019-02-28 12:51:16.750,AQU_2019-02-28_1_853,0.003640303043358421,52.42036382436127,0.92,4
4646415,BEL,2019-09-06,4,5,6,40.7164498779051,-73.7210092612533,600,T,YL ,78,MSW,75000.0,439,119,Manuel Franco,4225,6,BEL_2019-09-06_4_5,0,BEL_2019-09-06_4,1784,Happy Danza,2019-09-06 16:39:01.500,BEL_2019-09-06_4_1784,0.0036628488786652354,52.74502385277939,0.02,1
2621376,AQU,2019-11-30,4,5,165,40.6753576284361,-73.8293930743182,600,O,GD ,52,AOC,70000.0,125,120,Jose Lezcano,1070,7,AQU_2019-11-30_4_5,0,AQU_2019-11-30_4,1709,Bourbon Mission,2019-11-30 13:25:41.250,AQU_2019-11-30_4_1709,0.004859790483587525,69.98098296366037,0.57,3
3731740,AQU,2019-11-29,2,9,344,40.6719949628229,-73.8310911443882,800,T,GD ,117,CLM,44000.0,1220,120,Jose L. Ortiz,550,7,AQU_2019-11-29_2_9,0,AQU_2019-11-29_2,2488,Jerome Avenue,2019-11-29 12:21:26.000,AQU_2019-11-29_2_2488,0.004477363705674721,64.47403736171597,0.9,4
723178,BEL,2019-05-10,6,11,272,40.7137357502446,-73.7222962524507,600,I,GD ,144,MCL,41000.0,413,124,Eric Cancel,970,5,BEL_2019-05-10_6_11,0,BEL_2019-05-10_6,1505,Smart Throb,2019-05-10 16:14:08.000,BEL_2019-05-10_6_1505,0.004185809279245661,60.275653621137515,0.89,4
4578124,SAR,2019-08-03,1,5,404,43.0715308044289,-73.7719001920394,850,T,FM ,106,MSW,90000.0,100,119,Javier Castellano,450,5,SAR_2019-08-03_1_5,0,SAR_2019-08-03_1,3651,Brewmeister,2019-08-03 13:01:41.000,SAR_2019-08-03_1_3651,0.004387479071196432,63.179698625228625,1.0,4
4300414,AQU,2019-12-07,1,3,154,40.6729212457911,-73.8276034312564,800,D,FT ,54,MSW,70000.0,1130,119,Junior Alvarado,530,3,AQU_2019-12-07_1_3,0,AQU_2019-12-07_1,2636,Modernist,2019-12-07 11:30:38.500,AQU_2019-12-07_1_2636,0.004670544559294617,67.25584165384248,0.38,2
3508227,AQU,2019-01-20,1,7,116,40.6694524572349,-73.8294445805061,900,D,SY ,101,MCL,35000.0,1250,115,Joey R. Martinez,3225,3,AQU_2019-01-20_1_7,0,AQU_2019-01-20_1,540,Bumperdoo,2019-01-20 12:50:29.000,AQU_2019-01-20_1_540,0.004684774444890848,67.46075200642821,0.24,1
3638136,BEL,2019-05-11,8,10,169,40.7170279836986,-73.7234659787669,850,T,FM ,175,MSW,80000.0,522,118,Irad Ortiz Jr.,1310,4,BEL_2019-05-11_8_10,0,BEL_2019-05-11_8,3008,Mrs. Got Rocks,2019-05-11 17:22:42.250,BEL_2019-05-11_8_3008,0.004538537871384809,65.35494534794125,0.41,2
4674576,SAR,2019-08-30,7,8,147,43.073921065921,-73.7662611891452,550,D,FT ,52,MSW,90000.0,415,119,Manuel Franco,530,4,SAR_2019-08-30_7_8,0,SAR_2019-08-30_7,4030,Drop a Hint,2019-08-30 16:15:36.750,SAR_2019-08-30_7_4030,0.004866800834214332,70.08193201268638,0.55,3
905291,AQU,2019-02-01,4,4,240,40.6724201397362,-73.8315414159003,600,D,FT ,40,AOC,75000.0,223,121,Rafael Manuel Hernandez,590,2,AQU_2019-02-01_4_4,0,AQU_2019-02-01_4,630,Short Kakes,2019-02-01 14:24:00.000,AQU_2019-02-01_4_630,0.004211528761665281,60.64601416798005,0.81,4
3920133,AQU,2019-12-15,4,2,312,40.673640460283,-73.8310124149044,800,D,MY ,54,CLM,42000.0,156,122,Dylan Davis,830,7,AQU_2019-12-15_4_2,0,AQU_2019-12-15_4,2076,Soul Fight,2019-12-15 13:57:18.000,AQU_2019-12-15_4_2076,0.0039211518023701,56.46458595412945,0.79,4
2838227,AQU,2019-03-09,10,1,306,40.6732363031995,-73.8311717600032,800,D,FT ,54,STK,300000.0,511,118,Kendrick Carmouche,6675,5,AQU_2019-03-09_10_1,0,AQU_2019-03-09_10,49,Family Biz,2019-03-09 17:12:16.500,AQU_2019-03-09_10_49,0.004393179168567347,63.2617800273698,0.75,3
2945744,AQU,2019-12-28,9,9,297,40.6713663917797,-73.8320092898915,600,D,FT ,40,MCL,33000.0,415,122,Manuel Franco,2350,11,AQU_2019-12-28_9_9,0,AQU_2019-12-28_9,2045,Here Comes Meg,2019-12-28 16:16:14.250,AQU_2019-12-28_9_2045,0.0030545887768742273,43.98607838698887,0.96,4
1174785,SAR,2019-08-16,6,6,284,43.0736702466183,-73.7660029118424,850,T,FM ,98,CLM,50000.0,344,125,Jose Lezcano,2240,9,SAR_2019-08-16_6_6,0,SAR_2019-08-16_6,114,Promise Me Roses,2019-08-16 15:45:11.000,SAR_2019-08-16_6_114,0.004690493083936995,67.54310040869272,0.71,3
1913478,AQU,2019-12-07,6,4,321,40.6730346887558,-73.8313207301339,800,D,FT ,54,STK,250000.0,211,118,Eric Cancel,470,5,AQU_2019-12-07_6_4,0,AQU_2019-12-07_6,1447,Another Broad,2019-12-07 14:12:20.250,AQU_2019-12-07_6_1447,0.004734560341217624,68.1776689135338,0.85,4
4347019,SAR,2019-07-13,4,5,38,43.0706931385095,-73.7671271962083,550,D,FT ,50,MSW,90000.0,247,119,Dylan Davis,1130,6,SAR_2019-07-13_4_5,0,SAR_2019-07-13_4,4046,Vaya Con Dios,2019-07-13 14:47:09.500,SAR_2019-07-13_4_4046,0.005548919156318518,79.90443585098666,0.14,1
2823302,AQU,2019-12-05,2,5,154,40.6731824927162,-73.8274857426046,800,D,GD ,54,ALW,75000.0,1249,118,Eric Cancel,185,1,AQU_2019-12-05_2_5,1,AQU_2019-12-05_2,1965,Dark Storm,2019-12-05 12:49:38.500,AQU_2019-12-05_2_1965,0.004934054321171946,71.05038222487602,0.41,2
4245013,AQU,2019-01-18,5,4,177,40.6737297271793,-73.827267713168,800,D,FT ,54,MCL,35000.0,257,115,Benjamin Hernandez,3650,8,AQU_2019-01-18_5_4,0,AQU_2019-01-18_5,471,Emmy Knows,2019-01-18 14:57:44.250,AQU_2019-01-18_5_471,0.004442211506344281,63.96784569135765,0.43,2
3658811,AQU,2019-12-05,1,7,130,40.6753025917326,-73.8277419841982,600,D,GD ,36,MCL,41000.0,1221,122,Dylan Davis,270,2,AQU_2019-12-05_1_7,0,AQU_2019-12-05_1,1618,Pendolino,2019-12-05 12:21:32.500,AQU_2019-12-05_1_1618,0.004682632057018607,67.42990162106794,0.42,2
2305779,BEL,2019-05-11,6,2,132,40.7175298322906,-73.7267234606241,700,D,FT ,45,CLM,65000.0,417,123,Pablo Fragoso,3500,6,BEL_2019-05-11_6_2,0,BEL_2019-05-11_6,297,Vicar's Legend,2019-05-11 16:17:33.000,BEL_2019-05-11_6_297,0.0051955473438845675,74.81588175193777,0.41,2
2296516,AQU,2019-03-15,3,5,266,40.6718391946249,-73.8317782716885,600,D,FT ,45,MSW,60000.0,240,125,Hector Rafael Diaz Jr.,3825,7,AQU_2019-03-15_3_5,0,AQU_2019-03-15_3,757,Finlee,2019-03-15 14:41:06.500,AQU_2019-03-15_3_757,0.003941640361584936,56.759621206823084,0.89,4
3306728,BEL,2019-05-18,9,6,174,40.7166552233025,-73.723280566738,850,I,GD ,72,MCL,41000.0,418,113,Joey R. Martinez,6250,8,BEL_2019-05-18_9_6,0,BEL_2019-05-18_9,1212,Mysterioustraveler,2019-05-18 16:18:43.500,BEL_2019-05-18_9_1212,0.0046524591699879875,66.99541204782702,0.41,2
392237,SAR,2019-08-07,9,8,186,43.0706714388607,-73.7671573292518,900,D,FT ,78,STK,101200.0,507,122,Nazario Alvarado,3675,3,SAR_2019-08-07_9_8,0,SAR_2019-08-07_9,371,Winston's Chance,2019-08-07 17:07:46.500,SAR_2019-08-07_9_371,0.004873270430330751,70.17509419676281,0.4,2
1792042,AQU,2019-11-09,6,5,212,40.6738577314957,-73.8276031415738,850,O,FM ,35,AOC,80000.0,223,121,Irad Ortiz Jr.,290,3,AQU_2019-11-09_6_5,0,AQU_2019-11-09_6,1877,Instilled Regard,2019-11-09 14:23:53.000,AQU_2019-11-09_6_1877,0.0047009159335016995,67.69318944242447,0.54,3
2860078,AQU,2019-01-05,3,1,61,40.6691522649605,-73.8293228021574,800,D,SY ,54,MSW,60000.0,126,120,Dylan Davis,180,5,AQU_2019-01-05_3_1,0,AQU_2019-01-05_3,129,Winifred J,2019-01-05 13:26:15.250,AQU_2019-01-05_3_129,0.004937799376685132,71.10431102426591,0.15,1
3634398,AQU,2019-11-24,2,1,170,40.6737899676319,-73.8272014790921,800,D,SY ,54,MCL,41000.0,1250,121,Reylu Gutierrez,3225,7,AQU_2019-11-24_2_1,0,AQU_2019-11-24_2,661,Lorcan,2019-11-24 12:50:42.500,AQU_2019-11-24_2_661,0.004564748750365209,65.73238200525901,0.41,2
1434269,AQU,2019-01-06,6,1,298,40.6714841059998,-73.8319448980873,650,D,MY ,32,CLM,36000.0,327,123,Dylan Davis,870,6,AQU_2019-01-06_6_1,0,AQU_2019-01-06_6,209,Third Card Down,2019-01-06 15:28:14.500,AQU_2019-01-06_6_209,0.0037093677178169178,53.414895136563615,0.89,4
1504925,SAR,2019-08-18,10,8,45,43.071629142494,-73.772258246674,900,D,FT ,80,CLM,48000.0,608,125,Rajiv Maragh,900,5,SAR_2019-08-18_10_8,0,SAR_2019-08-18_10,113,Needs No Ice,2019-08-18 18:08:11.250,SAR_2019-08-18_10_113,0.0049210241596982455,70.86274789965474,0.1,1
1607480,SAR,2019-08-24,5,5,292,43.0722873463768,-73.7707802925559,700,D,FT ,32,STK,600000.0,148,118,Jose L. Ortiz,1110,5,SAR_2019-08-24_5_5,0,SAR_2019-08-24_5,157,Bon Raison,2019-08-24 13:49:13.000,SAR_2019-08-24_5_157,0.004132858037932369,59.51315574622611,0.92,4
1877774,AQU,2019-04-17,9,3,162,40.6752756362397,-73.8293301070443,600,O,GD ,60,MCL,41000.0,548,125,Samuel Camacho Jr.,1060,7,AQU_2019-04-17_9_3,0,AQU_2019-04-17_9,599,Peggy Sue,2019-04-17 17:48:40.500,AQU_2019-04-17_9_599,0.004887255167450065,70.37647441128094,0.56,3
950807,AQU,2019-12-06,4,2,138,40.6748576674971,-73.8272812276681,650,D,FT ,52,CLM,28000.0,117,119,Declan Carroll,175,1,AQU_2019-12-06_4_2,1,AQU_2019-12-06_4,2136,Keep Your Distance,2019-12-06 13:17:34.500,AQU_2019-12-06_4_2136,0.004777324004813637,68.79346566931638,0.43,2
181686,BEL,2019-05-30,1,2,218,40.7141359823868,-73.7258284062758,650,D,GD ,45,CLM,28000.0,305,125,Samuel Camacho Jr.,70,2,BEL_2019-05-30_1_2,0,BEL_2019-05-30_1,45,Moondance Joy,2019-05-30 15:05:54.500,BEL_2019-05-30_1_45,0.004601813467134641,66.26611392673883,0.69,3
2851472,AQU,2019-03-23,3,1,123,40.6717719916048,-73.8281502392483,800,D,FT ,54,MSW,60000.0,241,118,Jose Lezcano,670,4,AQU_2019-03-23_3_1,0,AQU_2019-03-23_3,664,Judge Stanton,2019-03-23 14:41:30.750,AQU_2019-03-23_3_664,0.0047656331496059275,68.62511735432535,0.31,2
4732243,BEL,2019-09-28,2,6,308,40.7129602409235,-73.7215949443935,650,D,FT ,44,MSW,62000.0,134,119,Junior Alvarado,1400,7,BEL_2019-09-28_2_6,0,BEL_2019-09-28_2,2761,Unrelenting Force,2019-09-28 13:35:17.000,BEL_2019-09-28_2_2761,0.003606193583261434,51.92918759896465,1.0,4
1656212,AQU,2019-12-13,3,7,334,40.672780796122,-73.8314227170125,800,D,GD ,54,CLM,36000.0,128,121,Manuel Franco,225,5,AQU_2019-12-13_3_7,0,AQU_2019-12-13_3,228,Smiles From Sadie,2019-12-13 13:29:23.500,AQU_2019-12-13_3_228,0.004139942912083577,59.615177934003505,0.85,4
379792,AQU,2019-03-30,8,2,154,40.6731256729805,-73.8275092311008,800,D,FT ,54,SST,60000.0,521,120,Eric Cancel,355,7,AQU_2019-03-30_8_2,0,AQU_2019-03-30_8,686,No Distortion,2019-03-30 17:21:38.500,AQU_2019-03-30_8_686,0.005012315860997017,72.17734839835705,0.36,2
4237237,AQU,2019-01-27,3,3,167,40.6754574879446,-73.8296273751877,600,D,FT ,45,MCL,35000.0,133,122,Samuel Camacho Jr.,1600,4,AQU_2019-01-27_3_3,0,AQU_2019-01-27_3,708,Mucho Lucky,2019-01-27 13:33:41.750,AQU_2019-01-27_3_708,0.004479843380221603,64.50974467519109,0.55,3
1750776,SAR,2019-08-03,7,1,58,43.0716479166135,-73.7710117546728,850,I,FM ,27,STK,100000.0,432,120,John R. Velazquez,1000,4,SAR_2019-08-03_7_1,0,SAR_2019-08-03_7,2440,Noble Indy,2019-08-03 16:32:14.500,SAR_2019-08-03_7_2440,0.005576153577746007,80.2966115195425,0.15,1
2697579,AQU,2019-03-08,8,9,243,40.6756166808013,-73.8290760881008,800,D,FT ,54,MCL,35000.0,444,122,Harry Hernandez,185,5,AQU_2019-03-08_8_9,0,AQU_2019-03-08_8,199,Dash for Dollars,2019-03-08 16:45:00.750,AQU_2019-03-08_8_199,0.0045409346565401425,65.38945905417805,0.61,3
2511567,BEL,2019-10-24,4,3,68,40.7162417120153,-73.7195530067034,850,D,FT ,52,MSW,75000.0,302,120,Javier Castellano,145,1,BEL_2019-10-24_4_3,1,BEL_2019-10-24_4,3235,Trial and Error,2019-10-24 15:02:17.000,BEL_2019-10-24_4_3235,0.005863009144897026,84.42733168651718,0.17,1
3605790,AQU,2019-03-22,6,3,178,40.6751446425181,-73.8301472701235,600,D,SY ,45,MCL,46000.0,422,121,Rajiv Maragh,4550,6,AQU_2019-03-22_6_3,0,AQU_2019-03-22_6,1027,Topline,2019-03-22 16:22:44.500,AQU_2019-03-22_6_1027,0.00433849167251886,62.474280084271584,0.59,3
3427376,SAR,2019-08-07,10,2,215,43.0722178533918,-73.770387434317,550,T,FM ,42,MCL,48000.0,537,119,Jose Lezcano,1510,4,SAR_2019-08-07_10_2,0,SAR_2019-08-07_10,1103,Jasminesque,2019-08-07 17:37:53.750,SAR_2019-08-07_10_1103,0.0048983473975445285,70.53620252464121,0.87,4
2115555,BEL,2019-05-04,10,8,297,40.7161421573345,-73.7274437631621,900,I,SF ,175,STK,150000.0,456,121,Eric Cancel,1430,7,BEL_2019-05-04_10_8,0,BEL_2019-05-04_10,1341,Maraud,2019-05-04 16:57:14.250,BEL_2019-05-04_10_1341,0.004687980533054105,67.5069196759791,0.66,3
4816249,SAR,2019-08-04,4,8,321,43.0731010510434,-73.7680331789988,850,T,FM ,102,MSW,90000.0,246,119,Jose L. Ortiz,295,3,SAR_2019-08-04_4_8,0,SAR_2019-08-04_4,1702,Sparkling Sky,2019-08-04 14:47:20.250,SAR_2019-08-04_4_1702,0.005166321973808943,74.39503642284878,0.8,4
4292363,AQU,2019-11-11,8,8,136,40.6701269261394,-73.8288923570143,900,D,FT ,74,MSW,70000.0,322,119,Junior Alvarado,1450,3,AQU_2019-11-11_8_8,0,AQU_2019-11-11_8,2028,Mo and Go,2019-11-11 15:22:34.000,AQU_2019-11-11_8_2028,0.00429693218307779,61.875823436320175,0.27,2
2808858,AQU,2019-01-26,3,6,251,40.6752608033009,-73.8299852774488,800,D,FT ,54,AOC,64000.0,128,117,Reylu Gutierrez,70,1,AQU_2019-01-26_3_6,1,AQU_2019-01-26_3,649,Shelley Ann,2019-01-26 13:29:02.750,AQU_2019-01-26_3_649,0.004614082734819272,66.44279138139751,0.66,3
4662117,SAR,2019-07-13,3,3,189,43.0735246939044,-73.7676291429683,600,D,FT ,45,STK,150000.0,210,120,Tyler Gaffalione,330,4,SAR_2019-07-13_3_3,0,SAR_2019-07-13_3,3438,Cucina,2019-07-13 14:10:47.250,SAR_2019-07-13_3_3438,0.004920358827679346,70.85316711858258,0.68,3
1393649,BEL,2019-05-18,12,8,64,40.7145733530984,-73.7178649054857,850,I,GD ,72,MCL,41000.0,605,125,Dylan Davis,470,8,BEL_2019-05-18_12_8,0,BEL_2019-05-18_12,8,Legion Storm,2019-05-18 18:05:16.000,BEL_2019-05-18_12_8,0.004732273491017613,68.14473827065363,0.15,1
4523200,AQU,2019-11-16,4,2,124,40.6751948494837,-73.8275950406066,600,D,FT ,38,MSW,70000.0,125,119,Dylan Davis,1130,4,AQU_2019-11-16_4_2,0,AQU_2019-11-16_4,2183,Ikeisgreat,2019-11-16 13:25:31.000,AQU_2019-11-16_4_2183,0.004643088831437583,66.86047917270119,0.41,2
1404278,AQU,2019-03-23,3,8,219,40.6753749774065,-73.8278221832552,800,D,FT ,54,MSW,60000.0,241,119,Joey R. Martinez,10075,6,AQU_2019-03-23_3_8,0,AQU_2019-03-23_3,236,Scrutinize,2019-03-23 14:41:54.750,AQU_2019-03-23_3_236,0.004572417943003174,65.84281837924571,0.56,3
4317064,AQU,2019-12-08,1,5,213,40.6748116335887,-73.8303984544431,650,D,FT ,52,MSW,70000.0,1152,119,Eric Cancel,430,5,AQU_2019-12-08_1_5,0,AQU_2019-12-08_1,1842,Shine Like Bobby,2019-12-08 11:52:53.250,AQU_2019-12-08_1_1842,0.004306951759775651,62.020105340769376,0.65,3
121807,SAR,2019-08-04,6,12,103,43.0717617231768,-73.7646432152866,600,D,FT ,48,CLM,52000.0,406,122,Jose L. Ortiz,1020,4,SAR_2019-08-04_6_12,0,SAR_2019-08-04_6,286,Gypsum Johnny,2019-08-04 16:06:25.750,SAR_2019-08-04_6_286,0.004809889042972417,69.2624022188028,0.36,2
3847977,BEL,2019-09-26,4,6,285,40.7129627749275,-73.7214570618495,600,D,FT ,48,MCL,33000.0,236,121,Jose Lezcano,125,2,BEL_2019-09-26_4_6,0,BEL_2019-09-26_4,990,Freudian Sip,2019-09-26 14:37:11.250,BEL_2019-09-26_4_990,0.003285003375424413,47.30404860611154,0.96,4
3954955,BEL,2019-05-16,2,2,220,40.7164360950035,-73.7275751308384,800,T,YL ,108,MSW,80000.0,336,118,Manuel Franco,1350,3,BEL_2019-05-16_2_2,0,BEL_2019-05-16_2,3037,La Vida,2019-05-16 15:36:55.000,BEL_2019-05-16_2_3037,0.00473759110757829,68.22131194912738,0.57,3
